supersection,product,mix_prop
Montana Rocky Mountains,hardwood_lumber,2.80702349915789e-05
Montana Rocky Mountains,plywood,0.0369985445889004
Montana Rocky Mountains,osb,0
Montana Rocky Mountains,nonstructural_panels,0.000385977599884207
Montana Rocky Mountains,misc,0.0166181480950146
Montana Rocky Mountains,paper,0.0396550358881035
Montana Rocky Mountains,slash,0.25
Montana Rocky Mountains,residue,0.3
MS River Delta,softwood_lumber,0.1112207418
MS River Delta,hardwood_lumber,0.1459459701
MS River Delta,plywood,0.0426834054
MS River Delta,osb,0.0276013116
MS River Delta,nonstructural_panels,0.01707656985
MS River Delta,misc,0.000457362
MS River Delta,paper,0.10501463925
MS River Delta,slash,0.25
MS River Delta,residue,0.3
MS River Mixed Forest,softwood_lumber,0.2359273653
MS River Mixed Forest,hardwood_lumber,0.14329993365
MS River Mixed Forest,plywood,0.02801816415
MS River Mixed Forest,osb,0.0294221916
MS River Mixed Forest,nonstructural_panels,0.007206615
MS River Mixed Forest,misc,0.0001974753
MS River Mixed Forest,paper,0.005928255
MS River Mixed Forest,slash,0.25
MS River Mixed Forest,residue,0.3
MW Broadleaf Forest Central Till Plains,softwood_lumber,0.000591271199408729
MW Broadleaf Forest Central Till Plains,hardwood_lumber,0.425672192274328
MW Broadleaf Forest Central Till Plains,plywood,0
MW Broadleaf Forest Central Till Plains,osb,0
MW Broadleaf Forest Central Till Plains,nonstructural_panels,0.0206278478793722
MW Broadleaf Forest Central Till Plains,misc,0.0027165973472834
MW Broadleaf Forest Central Till Plains,paper,0.000392091299607909
MW Broadleaf Forest Central Till Plains,slash,0.25
MW Broadleaf Forest Central Till Plains,residue,0.3
MW Broadleaf Forest Driftless & Morainal,softwood_lumber,0.0273185824718549
MW Broadleaf Forest Driftless & Morainal,hardwood_lumber,0.334919428017936
MW Broadleaf Forest Driftless & Morainal,plywood,2.59614900207692e-05
MW Broadleaf Forest Driftless & Morainal,osb,0.0605252902984202
MW Broadleaf Forest Driftless & Morainal,nonstructural_panels,0.0218485035174788
MW Broadleaf Forest Driftless & Morainal,misc,0.00511927020409542
MW Broadleaf Forest Driftless & Morainal,paper,0.000242964000194371
MW Broadleaf Forest Driftless & Morainal,slash,0.25
MW Broadleaf Forest Driftless & Morainal,residue,0.3
MW Broadleaf Forest Great Lakes Morainal & Sands,softwood_lumber,0.1349519868
MW Broadleaf Forest Great Lakes Morainal & Sands,hardwood_lumber,0.23733531945
MW Broadleaf Forest Great Lakes Morainal & Sands,plywood,0
MW Broadleaf Forest Great Lakes Morainal & Sands,osb,0.02666060055
MW Broadleaf Forest Great Lakes Morainal & Sands,nonstructural_panels,0.0124701399
MW Broadleaf Forest Great Lakes Morainal & Sands,misc,0.0385819533
MW Broadleaf Forest Great Lakes Morainal & Sands,paper,0
MW Broadleaf Forest Great Lakes Morainal & Sands,slash,0.25
MW Broadleaf Forest Great Lakes Morainal & Sands,residue,0.3
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,softwood_lumber,0.01157995078842
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,hardwood_lumber,0.398411659401588
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,plywood,0
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,osb,0
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,nonstructural_panels,0.0350921776149078
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,misc,0.00491621219508379
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,paper,0
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,slash,0.25
MW Broadleaf Forest SC Great Lakes & Lake Whittlesey,residue,0.3
North Central Great Plains,softwood_lumber,0.03254452605
North Central Great Plains,hardwood_lumber,0.05128584525
North Central Great Plains,plywood,0
North Central Great Plains,osb,0
North Central Great Plains,nonstructural_panels,0.0356690745
North Central Great Plains,misc,0.3305005542
North Central Great Plains,paper,0
North Central Great Plains,slash,0.25
North Central Great Plains,residue,0.3
Northern Allegheny Plateau,softwood_lumber,0.0579756546
Northern Allegheny Plateau,hardwood_lumber,0.2580247647
Northern Allegheny Plateau,plywood,0
Northern Allegheny Plateau,osb,0.01183454775
Northern Allegheny Plateau,nonstructural_panels,0.0063361008
Northern Allegheny Plateau,misc,0.04117986045
Northern Allegheny Plateau,paper,0.0746490717
Northern Allegheny Plateau,slash,0.25
Northern Allegheny Plateau,residue,0.3
Northern Atlantic Coastal Plain,softwood_lumber,0.27843246585
Northern Atlantic Coastal Plain,hardwood_lumber,0.07373979855
Northern Atlantic Coastal Plain,plywood,0.0372770307
Northern Atlantic Coastal Plain,osb,0.02926461645
Northern Atlantic Coastal Plain,nonstructural_panels,0.01457681625
Northern Atlantic Coastal Plain,misc,0.001027062
Northern Atlantic Coastal Plain,paper,0.0156822102
Northern Atlantic Coastal Plain,slash,0.25
Northern Atlantic Coastal Plain,residue,0.3
Northern California Coast,softwood_lumber,0.436801863468959
Northern California Coast,hardwood_lumber,9.689984997093e-06
Northern California Coast,plywood,0.00843381764746986
Northern California Coast,osb,0
Northern California Coast,nonstructural_panels,0.00109947869967016
Northern California Coast,misc,0.000426518099872045
Northern California Coast,paper,0.00322863209903141
Northern California Coast,slash,0.25
Northern California Coast,residue,0.3
Northern Great Plains,softwood_lumber,0.408875138058875
Northern Great Plains,hardwood_lumber,0
Northern Great Plains,plywood,0.000660784500660785
Northern Great Plains,osb,0.000270274500270275
Northern Great Plains,nonstructural_panels,6.44098500644099e-05
Northern Great Plains,misc,0.00122118390122118
Northern Great Plains,paper,0.0389082091889082
Northern Great Plains,slash,0.25
Northern Great Plains,residue,0.3
Northern Rocky Mountains,softwood_lumber,0.314362909318564
Northern Rocky Mountains,hardwood_lumber,3.59370449964063e-05
Northern Rocky Mountains,plywood,0.0751887557924811
Northern Rocky Mountains,osb,0
Northern Rocky Mountains,nonstructural_panels,0.000867785849913221
Northern Rocky Mountains,misc,0.0130813420486919
Northern Rocky Mountains,paper,0.0464632699453537
Northern Rocky Mountains,slash,0.25
Northern Rocky Mountains,residue,0.3
Northwest Cascades,softwood_lumber,0.3389680629
Northwest Cascades,hardwood_lumber,0.01917757125
Northwest Cascades,plywood,0.05126121135
Northwest Cascades,osb,0
Northwest Cascades,nonstructural_panels,0.0005708835
Northwest Cascades,misc,0.0023753628
Northwest Cascades,paper,0.0376469082
Northwest Cascades,slash,0.25
Northwest Cascades,residue,0.3
Northwestern Basin and Range,softwood_lumber,0.3444365169
Northwestern Basin and Range,hardwood_lumber,0
Northwestern Basin and Range,plywood,0.10381681935
Northwestern Basin and Range,osb,0
Northwestern Basin and Range,nonstructural_panels,0.00014240745
Northwestern Basin and Range,misc,0.0016042563
Northwestern Basin and Range,paper,0
Northwestern Basin and Range,slash,0.25
Northwestern Basin and Range,residue,0.3
Okanogan Highland,softwood_lumber,0.371224928328775
Okanogan Highland,hardwood_lumber,0.0136786958863213
Okanogan Highland,plywood,0.00756707264243293
Okanogan Highland,osb,0
Okanogan Highland,nonstructural_panels,0.000878500799121499
Okanogan Highland,misc,0.0108732905891267
Okanogan Highland,paper,0.0457775117542225
Okanogan Highland,slash,0.25
Okanogan Highland,residue,0.3
Oregon and Washington Coast,softwood_lumber,0.327257031272743
Oregon and Washington Coast,hardwood_lumber,0.0215765563284234
Oregon and Washington Coast,plywood,0.0559685942440314
Oregon and Washington Coast,osb,0
Oregon and Washington Coast,nonstructural_panels,0.00336548024663452
Oregon and Washington Coast,misc,0.00797621264202379
Oregon and Washington Coast,paper,0.0338561252661439
Oregon and Washington Coast,slash,0.25
Oregon and Washington Coast,residue,0.3
Ozark Broadleaf Forest-Meadow Boston Mountains,softwood_lumber,0.213635638563636
Ozark Broadleaf Forest-Meadow Boston Mountains,hardwood_lumber,0.0572745506072746
Ozark Broadleaf Forest-Meadow Boston Mountains,plywood,0.0524378448524378
Ozark Broadleaf Forest-Meadow Boston Mountains,osb,0
Ozark Broadleaf Forest-Meadow Boston Mountains,nonstructural_panels,0.00241004925241005
Ozark Broadleaf Forest-Meadow Boston Mountains,misc,0.0053548029053548
Ozark Broadleaf Forest-Meadow Boston Mountains,paper,0.118887113818887
Ozark Broadleaf Forest-Meadow Boston Mountains,slash,0.25
Ozark Broadleaf Forest-Meadow Boston Mountains,residue,0.3
Prairie Parkland Central Till Plains & Grand Prairies,softwood_lumber,0.000255369600204296
Prairie Parkland Central Till Plains & Grand Prairies,hardwood_lumber,0.403094685922476
Prairie Parkland Central Till Plains & Grand Prairies,plywood,1.05953400084763e-05
Prairie Parkland Central Till Plains & Grand Prairies,osb,0
Prairie Parkland Central Till Plains & Grand Prairies,nonstructural_panels,0.0120029796096024
Prairie Parkland Central Till Plains & Grand Prairies,misc,0.0299676226739741
Prairie Parkland Central Till Plains & Grand Prairies,paper,0.004668746853735
Prairie Parkland Central Till Plains & Grand Prairies,slash,0.25
Prairie Parkland Central Till Plains & Grand Prairies,residue,0.3
Prairie Parkland North Central Plains,softwood_lumber,0.001951443
Prairie Parkland North Central Plains,hardwood_lumber,0.42540796845
Prairie Parkland North Central Plains,plywood,0
Prairie Parkland North Central Plains,osb,0
Prairie Parkland North Central Plains,nonstructural_panels,0.0206977419
Prairie Parkland North Central Plains,misc,0.00194284665
Prairie Parkland North Central Plains,paper,0
Prairie Parkland North Central Plains,slash,0.25
Prairie Parkland North Central Plains,residue,0.3
Prairie Parkland Red River Valley,softwood_lumber,0.0005820849
Prairie Parkland Red River Valley,hardwood_lumber,0.02467178505
Prairie Parkland Red River Valley,plywood,0
Prairie Parkland Red River Valley,osb,0.39160456695
Prairie Parkland Red River Valley,nonstructural_panels,0.0242121879
Prairie Parkland Red River Valley,misc,0.0089293752
Prairie Parkland Red River Valley,paper,0
Prairie Parkland Red River Valley,slash,0.25
Prairie Parkland Red River Valley,residue,0.3
Puget Trough,softwood_lumber,0.3900373857
Puget Trough,hardwood_lumber,0.02716020855
Puget Trough,plywood,0.0077050332
Puget Trough,osb,0
Puget Trough,nonstructural_panels,0.0010063242
Puget Trough,misc,0.00061052535
Puget Trough,paper,0.023480523
Puget Trough,slash,0.25
Puget Trough,residue,0.3
SE Middle Mixed Forest Arkansas Valley,softwood_lumber,0.1634226165
SE Middle Mixed Forest Arkansas Valley,hardwood_lumber,0.0918761679
SE Middle Mixed Forest Arkansas Valley,plywood,0.0269090127
SE Middle Mixed Forest Arkansas Valley,osb,0
SE Middle Mixed Forest Arkansas Valley,nonstructural_panels,0.00890563095
SE Middle Mixed Forest Arkansas Valley,misc,0.00185254425
SE Middle Mixed Forest Arkansas Valley,paper,0.1570340277
SE Middle Mixed Forest Arkansas Valley,slash,0.25
SE Middle Mixed Forest Arkansas Valley,residue,0.3
SE Middle Mixed Forest Cumberland Plateau & Valley,softwood_lumber,0.141460640241461
SE Middle Mixed Forest Cumberland Plateau & Valley,hardwood_lumber,0.0457818030457818
SE Middle Mixed Forest Cumberland Plateau & Valley,plywood,0.0267318414267318
SE Middle Mixed Forest Cumberland Plateau & Valley,osb,0.0033567975033568
SE Middle Mixed Forest Cumberland Plateau & Valley,nonstructural_panels,0.00875917215875917
SE Middle Mixed Forest Cumberland Plateau & Valley,misc,0.0436757080936757
SE Middle Mixed Forest Cumberland Plateau & Valley,paper,0.180234037530234
SE Middle Mixed Forest Cumberland Plateau & Valley,slash,0.25
SE Middle Mixed Forest Cumberland Plateau & Valley,residue,0.3
SE Middle Mixed Forest Piedmont,softwood_lumber,0.199000651249001
SE Middle Mixed Forest Piedmont,hardwood_lumber,0.0762382337262382
SE Middle Mixed Forest Piedmont,plywood,0.0411161472411162
SE Middle Mixed Forest Piedmont,osb,0.0461993517461994
SE Middle Mixed Forest Piedmont,nonstructural_panels,0.0117773149617773
SE Middle Mixed Forest Piedmont,misc,0.00549437580549438
SE Middle Mixed Forest Piedmont,paper,0.0701739252701739
SE Middle Mixed Forest Piedmont,slash,0.25
SE Middle Mixed Forest Piedmont,residue,0.3
SE Middle Mixed Forest Western Mid Coastal Plains,softwood_lumber,0.188442500211557
SE Middle Mixed Forest Western Mid Coastal Plains,hardwood_lumber,0.0322904906677095
SE Middle Mixed Forest Western Mid Coastal Plains,plywood,0.098392979601607
SE Middle Mixed Forest Western Mid Coastal Plains,osb,0.0090547946909452
SE Middle Mixed Forest Western Mid Coastal Plains,nonstructural_panels,0.000912277349087723
SE Middle Mixed Forest Western Mid Coastal Plains,misc,0.00211382234788618
SE Middle Mixed Forest Western Mid Coastal Plains,paper,0.118793135131207
SE Middle Mixed Forest Western Mid Coastal Plains,slash,0.25
SE Middle Mixed Forest Western Mid Coastal Plains,residue,0.3
Sierra Nevada,softwood_lumber,0.4382598735
Sierra Nevada,hardwood_lumber,0
Sierra Nevada,plywood,0.01127522205
Sierra Nevada,osb,0
Sierra Nevada,nonstructural_panels,0
Sierra Nevada,misc,0.00046490445
Sierra Nevada,paper,0
Sierra Nevada,slash,0.25
Sierra Nevada,residue,0.3
Sierra Nevada Foothills,softwood_lumber,0.4469250825
Sierra Nevada Foothills,hardwood_lumber,0
Sierra Nevada Foothills,plywood,0.00163447425
Sierra Nevada Foothills,osb,0
Sierra Nevada Foothills,nonstructural_panels,0
Sierra Nevada Foothills,misc,0.00082778895
Sierra Nevada Foothills,paper,0.0006126543
Sierra Nevada Foothills,slash,0.25
Sierra Nevada Foothills,residue,0.3
Snake River Basin,softwood_lumber,0.4340707965
Snake River Basin,hardwood_lumber,0
Snake River Basin,plywood,0
Snake River Basin,osb,0
Snake River Basin,nonstructural_panels,0
Snake River Basin,misc,0.0159292035
Snake River Basin,paper,0
Snake River Basin,slash,0.25
Snake River Basin,residue,0.3
Southern Allegheny Plateau,softwood_lumber,0.0055617552
Southern Allegheny Plateau,hardwood_lumber,0.35048581785
Southern Allegheny Plateau,plywood,0
Southern Allegheny Plateau,osb,0.0285448086
Southern Allegheny Plateau,nonstructural_panels,0.01961282115
Southern Allegheny Plateau,misc,0.0088287147
Southern Allegheny Plateau,paper,0.0369660825
Southern Allegheny Plateau,slash,0.25
Southern Allegheny Plateau,residue,0.3
Southern Cascades,softwood_lumber,0.31275493695
Southern Cascades,hardwood_lumber,0.0029535705
Southern Cascades,plywood,0.1246262274
Southern Cascades,osb,0
Southern Cascades,nonstructural_panels,0.00042534405
Southern Cascades,misc,0.00248908185
Southern Cascades,paper,0.00675083925
Southern Cascades,slash,0.25
Southern Cascades,residue,0.3
Southern Rockies Front Range,softwood_lumber,0.39100336605
Southern Rockies Front Range,hardwood_lumber,0.01000863
Southern Rockies Front Range,plywood,0
Southern Rockies Front Range,osb,0
Southern Rockies Front Range,nonstructural_panels,0.0024164181
Southern Rockies Front Range,misc,0.04657158585
Southern Rockies Front Range,paper,0
Southern Rockies Front Range,slash,0.25
Southern Rockies Front Range,residue,0.3
Southern Rocky Mountains,softwood_lumber,0.385148864185149
Southern Rocky Mountains,hardwood_lumber,0.00511427475511428
Southern Rocky Mountains,plywood,0
Southern Rocky Mountains,osb,0.00157637880157638
Southern Rocky Mountains,nonstructural_panels,0.003776003553776
Southern Rocky Mountains,misc,0.0543844787043845
Southern Rocky Mountains,paper,0
Southern Rocky Mountains,slash,0.25
Southern Rocky Mountains,residue,0.3
Southwest High Plains,softwood_lumber,0.38303352405
Southwest High Plains,hardwood_lumber,0
Southwest High Plains,plywood,0
Southwest High Plains,osb,0
Southwest High Plains,nonstructural_panels,0.00669664755
Southwest High Plains,misc,0.0602698284
Southwest High Plains,paper,0
Southwest High Plains,slash,0.25
Southwest High Plains,residue,0.3
Southwestern Rocky Mountains,softwood_lumber,0.2846554938
Southwestern Rocky Mountains,hardwood_lumber,0.0315593208
Southwestern Rocky Mountains,plywood,0
Southwestern Rocky Mountains,osb,0.0868368726
Southwestern Rocky Mountains,nonstructural_panels,0.0083793591
Southwestern Rocky Mountains,misc,0.0385689537
Southwestern Rocky Mountains,paper,0
Southwestern Rocky Mountains,slash,0.25
Southwestern Rocky Mountains,residue,0.3
St Lawrence & Mohawk Valley,softwood_lumber,0.08700941745
St Lawrence & Mohawk Valley,hardwood_lumber,0.1006703253
St Lawrence & Mohawk Valley,plywood,0.00204154245
St Lawrence & Mohawk Valley,osb,0.0002977407
St Lawrence & Mohawk Valley,nonstructural_panels,0.00365235165
St Lawrence & Mohawk Valley,misc,0.00257711895
St Lawrence & Mohawk Valley,paper,0.2537515035
St Lawrence & Mohawk Valley,slash,0.25
St Lawrence & Mohawk Valley,residue,0.3
Subtropical Prairie Parkland Gulf & Oak Prairie,softwood_lumber,0.203230043939031
Subtropical Prairie Parkland Gulf & Oak Prairie,hardwood_lumber,0.0730931179280721
Subtropical Prairie Parkland Gulf & Oak Prairie,plywood,0.172246622348326
Subtropical Prairie Parkland Gulf & Oak Prairie,osb,0
Subtropical Prairie Parkland Gulf & Oak Prairie,nonstructural_panels,1.94693849941592e-05
Subtropical Prairie Parkland Gulf & Oak Prairie,misc,0.00141074639957678
Subtropical Prairie Parkland Gulf & Oak Prairie,paper,0
Subtropical Prairie Parkland Gulf & Oak Prairie,slash,0.25
Subtropical Prairie Parkland Gulf & Oak Prairie,residue,0.3
Utah Mountains,softwood_lumber,0.2494918845
Utah Mountains,hardwood_lumber,0.0182910654
Utah Mountains,plywood,0
Utah Mountains,osb,0.1060195338
Utah Mountains,nonstructural_panels,0.00944373645
Utah Mountains,misc,0.06675377985
Utah Mountains,paper,0
Utah Mountains,slash,0.25
Utah Mountains,residue,0.3
Wasatch Range,softwood_lumber,0.216361305
Wasatch Range,hardwood_lumber,0.05212984095
Wasatch Range,plywood,0
Wasatch Range,osb,0.1023221088
Wasatch Range,nonstructural_panels,0.0086142762
Wasatch Range,misc,0.07057246905
Wasatch Range,paper,0
Wasatch Range,slash,0.25
Wasatch Range,residue,0.3
Western Allegheny Plateau,softwood_lumber,0.01744116795
Western Allegheny Plateau,hardwood_lumber,0.39798899685
Western Allegheny Plateau,plywood,0
Western Allegheny Plateau,osb,0
Western Allegheny Plateau,nonstructural_panels,0.0011288997
Western Allegheny Plateau,misc,0.00135901395
Western Allegheny Plateau,paper,0.03208192155
Western Allegheny Plateau,slash,0.25
Western Allegheny Plateau,residue,0.3
Western Basin and Range,softwood_lumber,0.41625
Western Basin and Range,hardwood_lumber,0
Western Basin and Range,plywood,0
Western Basin and Range,osb,0
Western Basin and Range,nonstructural_panels,0.003375
Western Basin and Range,misc,0.030375
Western Basin and Range,paper,0
Western Basin and Range,slash,0.25
Western Basin and Range,residue,0.3
Western Great Plains,softwood_lumber,0.404255223045745
Western Great Plains,hardwood_lumber,0.0014209019985791
Western Great Plains,plywood,0
Western Great Plains,osb,0.0050513035449487
Western Great Plains,nonstructural_panels,0.00320792984679207
Western Great Plains,misc,0.0335916620664083
Western Great Plains,paper,0.00247297949752702
Western Great Plains,slash,0.25
Western Great Plains,residue,0.3
White Mountains,softwood_lumber,0.159817993665982
White Mountains,hardwood_lumber,0.0611367048061137
White Mountains,plywood,0
White Mountains,osb,0
White Mountains,nonstructural_panels,1.0840455001084e-05
White Mountains,misc,9.75640500097564e-05
White Mountains,paper,0.228936897022894
White Mountains,slash,0.25
White Mountains,residue,0.3
Willamette Valley,softwood_lumber,0.33359087025
Willamette Valley,hardwood_lumber,0.01333188225
Willamette Valley,plywood,0.0609045156
Willamette Valley,osb,0
Willamette Valley,nonstructural_panels,0.0006890913
Willamette Valley,misc,0.0017607132
Willamette Valley,paper,0.0397229274
Willamette Valley,slash,0.25
Willamette Valley,residue,0.3
Yellowstone / Bighorn,softwood_lumber,0.3992300622
Yellowstone / Bighorn,hardwood_lumber,0
Yellowstone / Bighorn,plywood,0.0105000687
Yellowstone / Bighorn,osb,0
Yellowstone / Bighorn,nonstructural_panels,0.0004678002
Yellowstone / Bighorn,misc,0.0339689412
Yellowstone / Bighorn,paper,0.0058331277
Yellowstone / Bighorn,slash,0.25
Yellowstone / Bighorn,residue,0.3
